"subject_id","subject_name","bill_id","_dlt_load_id","_dlt_id"
5379,"Abortion",1890654,"1739840620.744766","U4/41VB/LhrlTw"
5273,"Health",1890654,"1739840620.744766","vIkO/FAOPpNPVw"
5274,"Health--General",1890654,"1739840620.744766","Nk5lT+1DAlaTVQ"
5403,"FAMILY PLANNING & BIRTH CONTROL",1890654,"1739840620.744766","6MDPGUVJwtUDXw"
6018,"PREGNANCY & CHILDBIRTH",1890654,"1739840620.744766","7ZCLysVbBtsgTA"
188136,"INFERTILITY",1890654,"1739840620.744766","tBn4LCFdvrBsTA"
5379,"Abortion",1891841,"1739840620.744766","9KMf5rZ2WD8dkw"
5273,"Health",1891841,"1739840620.744766","yxZ6ox9NF1kpBg"
5274,"Health--General",1891841,"1739840620.744766","Gcwg3fRZZnJNEQ"
5949,"PACKAGING & LABELING REQUIREMENTS",1891841,"1739840620.744766","Ke49ey5TnkqEuQ"
5444,"HEALTH & HUMAN SERVICES COMMISSION",1891841,"1739840620.744766","8ZMEZWAcPe+kjg"
5326,"Crimes",1892158,"1739840620.744766","0WMkLIa0ZW7Z5A"
5537,"Crimes--Drugs",1892158,"1739840620.744766","8McrHwnENDKBvw"
5336,"MEDICINE & PRESCRIPTION DRUGS",1892158,"1739840620.744766","Kl6+54ysI6A8YQ"
5379,"Abortion",1894318,"1739840620.744766","NgJ/XGx4D9GHUw"
5349,"Civil Remedies & Liabilities",1894318,"1739840620.744766","b3rj/B8HOG8SSw"
5389,"Health Care Providers",1894318,"1739840620.744766","3nws68bMMAECuw"
5273,"Health",1894318,"1739840620.744766","hAvVco1M9k9qEw"
5274,"Health--General",1894318,"1739840620.744766","IHiJYDz15W7LDA"
6044,"Malpractice",1894318,"1739840620.744766","1gFFkfPbXn5RJg"
6045,"Malpractice--Professionals",1894318,"1739840620.744766","l5/VLdPtLwqYuQ"
5915,"Women",1894318,"1739840620.744766","vH9h/lwK3OkFOw"
383524,"LIFE OF THE MOTHER ACT",1894318,"1739840620.744766","Z/AvjiO/2JAeDg"
5381,"PHYSICIANS",1894318,"1739840620.744766","6CfunLOcG+DSIQ"
6018,"PREGNANCY & CHILDBIRTH",1894318,"1739840620.744766","Q9o/BKmJy4KnKA"
5379,"Abortion",1895981,"1739840620.744766","dxkG6jFKhmY+GQ"
5326,"Crimes",1895981,"1739840620.744766","Zqiru7EuuAgZkg"
5327,"Crimes--Against Persons",1895981,"1739840620.744766","fJT57M+MVRahYA"
5342,"Crimes--Against Persons--Sexual",1895981,"1739840620.744766","tCS1bzqfJ7lz+A"
5273,"Health",1895981,"1739840620.744766","RLomPbbLeXAM6w"
5554,"Health--Other Diseases & Medical Conditions",1895981,"1739840620.744766","O3x/3BBd81P/pQ"
5382,"MEDICAL BOARD, TEXAS",1895981,"1739840620.744766","Pg8ZqBTMQLcn8A"
5379,"Abortion",1896917,"1739840620.744766","uAMExGTDaS06JA"
5915,"Women",1896917,"1739840620.744766","l9Ycw3s4spVPaQ"
323487,"TEXAS CONTROLLED SUBSTANCES ACT",1896917,"1739840620.744766","Q6Eyi5InovSguw"
5336,"MEDICINE & PRESCRIPTION DRUGS",1896917,"1739840620.744766","I7GlJCEWQHnvaQ"
5379,"Abortion",1897297,"1739840620.744766","AMF6Hx6evOnK7w"
5271,"Business & Commerce",1897297,"1739840620.744766","ZlwXI0kn1LW4hw"
6335,"Business & Commerce--Trade Practices",1897297,"1739840620.744766","u05XmJeAlmBS0A"
5345,"Electronic Information Systems",1897297,"1739840620.744766","M08ACnpRBLd+ZA"
5331,"INTERNET",1897297,"1739840620.744766","Lbz1iI+L2zdaXw"
5336,"MEDICINE & PRESCRIPTION DRUGS",1897297,"1739840620.744766","yBvEjd4aGH0ppQ"
